Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,Age,year_since_remod
2189,908228010,3.713572066704308,RL,4.143134726391533,10042,Pave,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,4.976733742420574,ALQ,5.631211781821365,5.476463551931511,660.0,GasA,TA,Y,SBrkr,6.608000625296087,4.836281906951478,0.0,6.763884908562435,1.0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,1,Gd,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0.0,0.0,8,2007,WD ,Normal,87,12
2190,908250100,3.044522437723423,RL,4.23410650459726,9450,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,6.315358001522335,Unf,0.0,5.8377304471659395,894.0,GasA,Ex,Y,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,0.0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,,Detchd,1999.0,Unf,2.0,400.0,TA,TA,Y,0.0,0.0,5,2007,WD ,Abnorml,53,53
2191,908275090,3.9318256327243257,RL,4.2626798770413155,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,4,7,1910,2000,Gable,CompShg,MetalSd,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,6.329720905522696,560.0,GasA,Gd,N,SBrkr,6.680854678790215,6.311734809152915,0.0,7.205635176410364,0.0,0.0,1,1,2,0.6931471805599453,TA,6,Min2,0,,Detchd,1950.0,Unf,1.0,384.0,Fa,TA,Y,5.1298987149230735,3.2188758248682006,5,2007,WD ,Normal,97,7
2192,908275200,3.044522437723423,RL,4.110873864173311,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.300785794663244,Unf,0.0,5.41610040220442,768.0,GasA,TA,Y,SBrkr,6.645090969505644,0.0,0.0,6.645090969505644,0.0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,1,Fa,Detchd,1959.0,Unf,1.0,355.0,TA,TA,Y,0.0,0.0,7,2007,WD ,Normal,52,52
2193,908275240,3.044522437723423,RL,4.110873864173311,8172,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.52649485957079,Unf,0.0,5.209486152841421,864.0,GasA,TA,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,1.0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,,Detchd,1996.0,Unf,2.0,528.0,TA,TA,N,5.2832037287379885,0.0,10,2007,COD,Family,52,52
2194,908276230,3.044522437723423,RL,4.110873864173311,8190,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.597145701886651,Unf,0.0,5.37989735354046,948.0,GasA,Ex,Y,SBrkr,6.855408798609928,0.0,0.0,6.855408798609928,1.0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1.0,280.0,TA,TA,Y,0.0,3.6109179126442243,10,2007,WD ,Normal,53,53
2195,909176080,5.25227342804663,RH,4.110873864173311,10896,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,5.54907608489522,Unf,0.0,7.077498053569231,1440.0,GasA,Ex,Y,FuseA,7.273092595999522,7.273092595999522,6.246106765481563,8.130353547431238,0.0,0.0,2,0,8,1.0986122886681098,Fa,14,Typ,0,,,,,0.0,0.0,,,N,0.0,4.709530201312334,3,2007,WD ,Abnorml,93,12
2196,909176170,4.51085950651685,RL,4.110873864173311,10890,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,5,6,1923,1950,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,TA,TA,Mn,Rec,5.918893854273146,Unf,0.0,6.8308742346461795,1296.0,Grav,Fa,N,FuseA,7.167809184316444,7.167809184316444,0.0,7.860570785538664,2.0,0.0,2,0,6,1.0986122886681098,TA,12,Min2,0,,,,,0.0,0.0,,,Y,0.0,6.610696044717759,1,2007,WD ,AdjLand,84,57
2197,909250150,4.2626798770413155,RL,4.02535169073515,10592,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1923,1996,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,6.401917196727186,602.0,GasA,TA,Y,SBrkr,6.803505257608338,6.401917196727186,0.0,7.315218389752975,0.0,0.0,1,1,3,0.6931471805599453,Gd,7,Typ,2,TA,Detchd,1923.0,Unf,1.0,180.0,TA,TA,Y,4.574710978503383,0.0,8,2007,WD ,Normal,84,11
2198,909250160,3.828641396489095,RL,4.02535169073515,10594,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.645090969505644,768.0,Grav,Fa,N,SBrkr,6.672032945461067,0.0,0.0,6.672032945461067,0.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,Detchd,1926.0,Unf,1.0,200.0,Po,Po,Y,0.0,0.0,6,2007,WD ,Normal,81,57
2199,909251030,3.4339872044851463,RL,4.007333185232471,7223,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,5.768320995793772,Unf,0.0,6.879355804460439,1290.0,GasA,TA,Y,SBrkr,7.260522598089852,0.0,0.0,7.260522598089852,0.0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,0.0,0.0,4,2007,WD ,Normal,81,57
2200,909251040,3.9318256327243257,RL,3.9512437185814275,6821,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,4.736198448394496,Unf,0.0,6.289715570908998,651.0,GasA,Gd,Y,SBrkr,6.633318433280377,6.29156913955832,0.0,7.1693500166706,0.0,0.0,2,0,2,0.6931471805599453,TA,8,Typ,1,Gd,Detchd,1994.0,Unf,1.0,240.0,TA,TA,P,5.37989735354046,0.0,8,2007,WD ,Normal,86,2
2201,909252010,3.9318256327243257,RL,4.110873864173311,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.53338948872752,TA,TA,BrkTil,Gd,TA,No,ALQ,6.345636360828596,Unf,0.0,5.093750200806762,731.0,GasA,Ex,Y,SBrkr,6.889591308354466,6.669498089857879,0.0,7.478169694159785,1.0,0.0,1,1,3,0.6931471805599453,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,6,2007,WD ,Normal,70,57
2202,909252150,4.2626798770413155,RL,4.1588830833596715,4000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,GLQ,5.5093883366279774,Unf,0.0,5.655991810819852,531.0,GasA,TA,Y,SBrkr,6.342121418721152,6.2766434893416445,0.0,7.002155954403621,1.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,1,Gd,Detchd,1930.0,Unf,1.0,216.0,TA,TA,Y,0.0,0.0,6,2007,WD ,Normal,77,12
2203,909252170,4.2626798770413155,RL,3.9889840465642745,6720,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.373319789577012,585.0,GasA,TA,N,SBrkr,6.747586526829315,6.373319789577012,0.0,7.270312886079025,0.0,0.0,1,0,3,0.6931471805599453,TA,7,Typ,1,Gd,Detchd,1992.0,Unf,1.0,228.0,TA,TA,Y,5.220355825078324,0.0,4,2007,CWD,Normal,86,57
2204,909254090,3.9318256327243257,RL,4.02535169073515,7642,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.816735880594968,912.0,GasA,Gd,Y,SBrkr,6.816735880594968,6.244166900663736,0.0,7.2633296174768365,0.0,0.0,1,1,3,0.6931471805599453,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,216.0,TA,TA,Y,0.0,5.484796933490655,6,2007,WD ,Normal,89,9
2205,909254100,4.2626798770413155,RL,3.9889840465642745,7155,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.532334292222349,686.0,GasA,TA,Y,SBrkr,6.532334292222349,6.654152520183219,0.0,7.2875606403097235,0.0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,1,Gd,Detchd,1926.0,Unf,1.0,225.0,TA,TA,N,0.0,0.0,7,2007,WD ,Normal,81,16
2206,909254130,4.330733340286331,RL,3.9889840465642745,7128,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,5.8998973535824915,Unf,0.0,6.318968113746434,918.0,GasA,Gd,Y,SBrkr,6.823286122355687,6.591673732008658,0.0,7.4067107301776405,0.0,0.0,2,0,4,0.6931471805599453,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,8,2007,WD ,Normal,66,57
2207,909254140,3.4339872044851463,RL,3.713572066704308,4280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,5.902633333401366,Unf,0.0,4.330733340286331,440.0,GasA,TA,N,SBrkr,6.543911845564792,0.0,0.0,6.543911845564792,0.0,0.0,1,0,2,0.6931471805599453,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1.0,352.0,Gd,TA,P,0.0,0.0,3,2007,WD ,Normal,94,5
2208,909254150,3.9318256327243257,RL,3.9889840465642745,5362,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.495265555937008,661.0,GasA,Ex,Y,SBrkr,6.495265555937008,6.380122536899765,0.0,7.1316985104669115,0.0,0.0,2,0,3,0.6931471805599453,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2.0,552.0,TA,TA,Y,5.493061443340548,0.0,11,2007,WD ,Normal,97,4
2209,909256120,3.4339872044851463,RL,3.9318256327243257,6305,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,Fa,No,Unf,0.0,Unf,0.0,6.825460036255307,920.0,GasA,Ex,Y,SBrkr,6.86171134048073,0.0,0.0,6.86171134048073,0.0,0.0,1,0,2,0.6931471805599453,Fa,5,Typ,1,Gd,Basment,1938.0,Unf,1.0,240.0,Fa,TA,Y,0.0,0.0,6,2007,WD ,Normal,69,57
2210,909275020,4.51085950651685,RH,4.418840607796598,7136,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,6.049733455231958,TA,TA,CBlock,Gd,TA,No,Rec,6.184148890937483,Unf,0.0,6.206575926724928,979.0,GasA,TA,N,FuseF,6.887552571664617,6.887552571664617,0.0,7.580189417944541,0.0,0.0,2,0,4,1.0986122886681098,TA,8,Typ,0,,Attchd,1946.0,Unf,2.0,492.0,TA,TA,Y,0.0,0.0,8,2007,WD ,Normal,61,57
2211,909275030,4.51085950651685,RH,4.418840607796598,6270,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.652489180268651,Unf,0.0,6.576469569048224,1001.0,GasA,TA,N,FuseA,6.90975328164481,6.90975328164481,0.0,7.602401335665818,0.0,0.0,2,0,4,1.0986122886681098,TA,8,Typ,0,,2Types,1949.0,Unf,3.0,871.0,TA,TA,Y,0.0,0.0,8,2007,WD ,Normal,58,57
2212,909275110,4.2626798770413155,RL,4.110873864173311,7230,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,7,1927,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.747586526829315,851.0,GasA,Gd,Y,SBrkr,6.7661917146603505,6.747586526829315,0.0,7.449498005382849,0.0,0.0,2,1,4,0.6931471805599453,Gd,8,Typ,1,TA,Detchd,1927.0,Unf,2.0,264.0,TA,TA,Y,5.676753802268282,0.0,10,2007,WD ,Normal,80,15
2213,909275160,3.044522437723423,RL,4.844187086458591,13108,Pave,IR2,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,Fa,Y,SBrkr,7.112327444710911,0.0,0.0,7.112327444710911,0.0,0.0,1,1,2,0.6931471805599453,TA,7,Min1,1,Gd,Attchd,1951.0,Fin,2.0,400.0,TA,TA,Y,5.1647859739235145,3.2188758248682006,6,2007,WD ,Normal,56,56
2214,909275310,4.2626798770413155,RL,4.465908118654584,22420,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,7.029087564149662,Unf,0.0,5.493061443340548,1370.0,GasW,TA,N,FuseA,7.223295679562314,7.134890851565884,0.0,7.872836175025724,1.0,0.0,2,1,4,0.6931471805599453,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,TA,N,0.0,0.0,11,2007,WD ,Normal,89,57
2215,909276160,4.2626798770413155,RL,4.3694478524670215,12168,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,6.061456918928017,Unf,0.0,6.2878585601617845,965.0,GasA,TA,Y,SBrkr,7.57095858316901,7.134890851565884,0.0,8.069342366811636,0.0,0.0,2,1,4,0.6931471805599453,TA,10,Typ,2,Gd,Basment,1934.0,Unf,2.0,380.0,TA,TA,Y,0.0,0.0,9,2007,WD ,Alloca,73,9
2216,909276210,3.9318256327243257,RL,4.709530201312334,7810,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,5.247024072160486,Unf,0.0,6.60934924316738,930.0,GasA,Ex,Y,SBrkr,7.115582126184454,6.26530121273771,0.0,7.470793774195062,0.0,0.0,2,0,4,0.6931471805599453,Gd,7,Typ,1,TA,Detchd,1930.0,Unf,1.0,231.0,Fa,TA,Y,0.0,3.713572066704308,11,2007,WD ,Normal,77,4
2217,909279080,3.9318256327243257,RL,,11275,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,6.175867270105761,TA,TA,CBlock,TA,TA,Mn,Rec,5.697093486505405,LwQ,6.324358962381311,0.0,854.0,GasA,TA,Y,SBrkr,7.00033446027523,6.79794041297493,0.0,7.596894438144544,0.0,0.0,1,1,3,0.6931471805599453,TA,7,Typ,1,Gd,Detchd,1977.0,Unf,2.0,432.0,TA,Fa,Y,0.0,0.0,3,2007,WD ,Normal,75,57
2218,909281020,5.25227342804663,RL,4.382026634673881,6221,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,6.280395838960195,Unf,0.0,5.278114659230517,728.0,GasA,Ex,Y,SBrkr,6.634633357861686,6.39024066706535,0.0,7.212294468500341,0.0,0.0,2,0,3,0.6931471805599453,TA,5,Typ,0,,Detchd,1966.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,10,2007,WD ,Normal,66,57
2219,909281130,4.2626798770413155,RL,4.2626798770413155,10570,Pave,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,5.697093486505405,Unf,0.0,6.322565239927284,853.0,GasA,TA,Y,SBrkr,7.346010209913293,7.072421900537371,0.0,7.911324018963353,0.0,0.0,2,1,3,0.6931471805599453,Gd,10,Maj1,2,TA,Detchd,1932.0,Unf,2.0,440.0,TA,TA,Y,0.0,4.31748811353631,12,2007,WD ,Normal,75,13
2220,909282020,4.2626798770413155,RL,4.127134385045092,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.652863029353347,LwQ,5.017279836814924,4.653960350157523,1028.0,GasA,Ex,Y,SBrkr,7.270312886079025,6.785587645007929,0.0,7.749753406274437,1.0,0.0,2,1,3,0.6931471805599453,Gd,9,Typ,1,TA,Detchd,1945.0,Unf,1.0,180.0,TA,TA,Y,5.41610040220442,0.0,7,2007,WD ,Normal,62,5
2221,909425140,3.044522437723423,RL,4.709530201312334,14442,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,4.672828834461906,TA,TA,PConc,TA,TA,No,GLQ,7.079184394609668,Unf,0.0,5.676753802268282,1477.0,GasA,Ex,Y,SBrkr,7.517520850603031,0.0,0.0,7.517520850603031,1.0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,2,TA,Attchd,1957.0,Fin,2.0,416.0,TA,TA,Y,0.0,4.477336814478207,6,2007,WD ,Normal,50,3
2222,909425270,4.2626798770413155,RL,4.330733340286331,13125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.018593214496234,Unf,0.0,5.968707559985366,800.0,GasA,TA,Y,SBrkr,6.8679744089702925,6.660575149839686,0.0,7.462214939768189,0.0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,7,2007,CWD,Normal,67,23
2223,909428120,3.044522437723423,RL,,21000,Pave,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.220355825078324,TA,Gd,CBlock,Gd,TA,Mn,ALQ,3.58351893845611,Rec,6.76849321164863,6.80903930604298,1809.0,GasA,TA,Y,SBrkr,7.723120092266331,0.0,0.0,7.723120092266331,1.0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,2,Gd,Basment,1953.0,Unf,2.0,450.0,TA,TA,Y,5.117993812416755,4.795790545596741,10,2007,COD,Abnorml,54,54
2224,909428180,3.044522437723423,RL,,25485,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,4,1960,1960,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,6.049733455231958,TA,Fa,CBlock,TA,Gd,Mn,LwQ,6.293419278846481,Rec,6.928537818164665,0.0,1560.0,GasA,TA,Y,SBrkr,7.353081920515432,0.0,0.0,7.353081920515432,0.0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,3,TA,Attchd,1960.0,RFn,2.0,580.0,TA,TA,Y,0.0,4.330733340286331,5,2007,WD ,Normal,47,47
2225,909428340,3.044522437723423,RL,,21579,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,6.70196036600254,Unf,0.0,6.516193076042964,1488.0,GasA,Ex,Y,SBrkr,7.305860032684009,0.0,0.0,7.305860032684009,0.0,0.6931471805599453,2,0,3,0.6931471805599453,TA,7,Typ,2,Gd,Attchd,1968.0,RFn,2.0,552.0,TA,TA,Y,0.0,0.0,9,2007,CWD,Normal,39,39
2226,909451130,5.081404364984463,RM,3.2188758248682006,1782,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,GLQ,5.802118375377063,Unf,0.0,5.231108616854587,516.0,GasA,Gd,Y,SBrkr,6.272877006546167,6.248042874508429,0.0,6.952728644624869,0.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,1,TA,Detchd,1980.0,Unf,2.0,462.0,TA,TA,Y,5.198497031265826,0.0,12,2007,WD ,Normal,27,27
2227,909452102,3.044522437723423,RL,,17871,Pave,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.427144133408616,1680.0,GasA,Gd,Y,SBrkr,7.427144133408616,0.0,0.0,7.427144133408616,0.0,0.0,2,0,4,0.6931471805599453,Gd,7,Typ,0,,Attchd,1996.0,Unf,2.0,628.0,TA,TA,Y,5.030437921392435,0.0,6,2007,WD ,Normal,12,11
2228,909455060,4.795790545596741,RM,3.58351893845611,3907,Pave,IR1,Bnk,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,6.359573868672378,Unf,0.0,6.059123195581797,1004.0,GasA,Gd,Y,SBrkr,6.928537818164665,0.0,0.0,6.928537818164665,1.0,0.0,1,0,1,0.6931471805599453,TA,4,Typ,0,,Attchd,1988.0,Unf,2.0,509.0,TA,TA,Y,4.912654885736052,0.0,3,2007,WD ,Normal,19,19
2229,909475050,3.044522437723423,RL,,20693,Pave,IR1,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,5,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,6.481577129276431,TA,TA,CBlock,Gd,TA,No,Rec,6.075346031088684,Unf,0.0,7.141245122350491,1696.0,GasA,Ex,Y,SBrkr,7.436617265234227,0.0,0.0,7.436617265234227,0.0,0.0,2,0,3,0.6931471805599453,TA,7,Typ,2,TA,Attchd,1971.0,Fin,2.0,625.0,TA,TA,Y,0.0,4.990432586778736,2,2007,WD ,Normal,36,36
2230,909475070,3.044522437723423,RL,,32668,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,Stone,,,Gd,TA,PConc,TA,TA,No,Rec,7.106606137727303,Unf,0.0,6.705639094860003,2035.0,GasA,TA,Y,SBrkr,7.830425617820331,0.0,0.0,7.830425617820331,1.0,0.0,3,0,4,1.0986122886681098,TA,9,Maj1,2,TA,Attchd,1975.0,RFn,2.0,484.0,TA,TA,Y,0.0,0.0,3,2007,WD ,Alloca,50,32
2231,909475230,3.044522437723423,RL,4.2626798770413155,18044,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,1986,Gable,CompShg,WdShing,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,5.634789603169249,279.0,GasA,Gd,Y,SBrkr,7.910957382845589,0.0,0.0,7.910957382845589,0.0,0.0,2,1,2,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,1986.0,Fin,2.0,691.0,Gd,Gd,Y,5.37989735354046,4.174387269895637,8,2007,WD ,Normal,21,21
